ID (do not edit),Content type,Element type,Source language (PL),Target language (EN)
"{""contentId"":""ded0ce8b-b0c4-4276-ba07-e21feec402a7"",""fieldId"":""collection.name"",""sequencePath"":[]}",TEXT,collection,Previous_handleId,
"{""contentId"":""f93ab6dc-23c8-4bc8-8652-000b234a9742"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}",TEXT,wysiwyg.viewer.components.WRichText,"<h2 class=""font_2""><span>Jakość</span></h2>","<h2 class=""font_2"">Quality</h2>"
"{""contentId"":""aa5fea31-016f-4566-92b5-111d323957b0"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}",TEXT,wysiwyg.viewer.components.WRichText,"<h3 class=""font_3""><span>TAILWHIP</span></h3>","<h3 class=""font_3""><span>TAILWHIP</span></h3>"
"{""contentId"":""a8252f0d-f339-4307-a9f5-5d2a5965a5ef"",""fieldId"":""product.name"",""sequencePath"":[]}",TEXT,catalog-product,"Zestaw Ochraniaczy do Skateboardu i Roweru TAILWHIP, czarny, rozmiar S","TAILWHIP Skateboard and Bicycle Protective Gear Set, black, size S"
"{""contentId"":""a8252f0d-f339-4307-a9f5-5d2a5965a5ef"",""fieldId"":""product.description"",""sequencePath"":[]}",TEXT,catalog-product,"<div class=""item item-12""><h1>Zestaw Ochraniaczy do Skateboardu i Roweru TAILWHIP</h1></div><div class=""item item-6""></div><div class=""item item-6""><p>Ochraniacze na łokcie i kolana pochłaniają energię uderzenia podczas upadku. Nakładki stabilizujące w strefach łokci i kolan chronią przed nadmiernym rozciąganiem podczas aktywnego ruchu i uderzeń</p><p><b>Zestaw ochronny zawiera:</b></p><ul><li>nakolanniki - 2 szt.</li><li>nakolotniki - 2 szt.</li><li>ochraniacze na nadgarstki - 2 szt.</li></ul></div><div class=""item item-6""></div><div class=""item item-6""><p><b>Rozmiar:</b></p><ul><li><b>S (&lt;40 kg):</b><p>Nakolanniki: S (35 cm)</p><p>Nakolotniki: S (32 cm)</p><p>Ochraniacze na nadgarstki: S (26,5 cm)</p><p><b>W przypadku wątpliwości co do wyboru rozmiaru, zawsze wybieraj większy, ponieważ ochrona często zakłada się na odzież.</b></p></li></ul></div><div class=""item item-6""></div><div class=""item item-6""></div><div class=""item item-12""></div>","<div class=""item item-12""><h1>TAILWHIP Skateboard and Bicycle Protector Set</h1></div><div class=""item item-6""></div><div class=""item item-6""><p>Elbow and knee protectors absorb impact energy during a fall. Stabilizing pads in the elbow and knee areas protect against excessive stretching during active movement and impacts.</p><p>The protective set includes:</p><ul>knee pads - 2 pcs.elbow pads - 2 pcs.wrist guards - 2 pcs.</ul></div><div class=""item item-6""></div><div class=""item item-6""><p>Size:</p><ul>S (&lt;40 kg):Knee Pads: S (35 cm)Elbow Pads: S (32 cm)Wrist Guards: S (26.5 cm)In case of doubt about size selection, always choose the larger one, as protection is often worn over clothing.</ul></div><div class=""item item-6""></div><div class=""item item-6""></div><div class=""item item-12""></div>"
"{""contentId"":""f56f8ebf-5d0d-42d2-8f8f-817f2b832c79"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}",TEXT,wysiwyg.viewer.components.WRichText,"<h3 class=""font_3""><span><a dataquery=""LINK_03"">Polityka prywatności</a> / <a dataquery=""LINK_3"">Regulamin sklepu internetowego</a>&nbsp; /&nbsp;<a dataquery=""LINK_1"">Polityka zwrot&oacute;w i refundacj</a> /&nbsp;<a dataquery=""LINK_2"">Polityka plik&oacute;w cookie</a></span></h3>","<h3 class=""font_3""><span><a dataquery=""LINK_03"">Polityka prywatności</a> / <a dataquery=""LINK_3"">Regulamin sklepu internetowego</a>&nbsp; /&nbsp;<a dataquery=""LINK_1"">Polityka zwrot&oacute;w i refundacj</a> /&nbsp;<a dataquery=""LINK_2"">Polityka plik&oacute;w cookie</a></span></h3>"
"{""contentId"":""f70a42f9-c763-4380-b2b2-d707a5215a8d"",""fieldId"":""com.wixpress.locations.Location.name"",""sequencePath"":[]}",TEXT,com.wixpress.locations.Location,Polska,
"{""contentId"":""cc2788f3-a13b-48c5-be08-f5149d503200"",""fieldId"":""product.name"",""sequencePath"":[]}",TEXT,catalog-product,"Fingerboard Buty TAILWHIP, Finger Sneakers Pikachiu, Akcesoria dla Dzieci","Fingerboard Shoes TAILWHIP, Finger Sneakers Pikachiu, Accessories for Kids"
"{""contentId"":""cc2788f3-a13b-48c5-be08-f5149d503200"",""fieldId"":""product.description"",""sequencePath"":[]}",TEXT,catalog-product,"
<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Finger Sneakers TAILWHIP Pikachiu</b></p><p>Zostały stworzone przez młodą i popularną markę <b>TAILWHIP</b>.</p><p>Odkryj najnowszą atrakcję dla miłośników fingerboard i nie tylko - Mini Buty na Palce! Te niezwykle realistyczne mini sneakersy są doskonałym dodatkiem do Twojej kolekcji fingerboard, czy jako oryginalny breloczek. Wykonane z najwyższej jakości materiałów, te miniaturowe buty zachwycają szczegółowością i autentycznością.</p><p>⭐ <b>Realistyczny Design:</b> Odtworzone z niezwykłą precyzją, te mini sneakersy wyglądają jak ich pełnowymiarowe odpowiedniki. Idealne dla fanów streetwearu i sneakerheadów.</p><p>⭐<b>Wielofunkcyjność</b>: Świetnie sprawdzą się jako urocze buty dla lalek, akcesoria do fingerboard, a nawet jako breloczki po dodaniu łańcuszka.</p><p>⭐<b>Przenośne i Bezpieczne</b>: Ich niewielki rozmiar umożliwia łatwe przenoszenie. Możesz zabrać je wszędzie, dodając stylu swojej torbie sportowej, plecaku czy kluczom.</p><p>⭐<b>Idealne na Prezent</b>: Czy to dla kolekcjonera sneakerów, miłośnika miniatur, czy jako edukacyjna zabawka dla dzieci, te mini buty to doskonały wybór na każdą okazję</p><p>⭐<b>Zestaw</b>: Każdy zestaw zawiera parę miniaturowych butów ze sznurówkami, które można regulować dla lepszego dopasowania.</p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p>Ze względu na ich miniaturowy rozmiar, buty są precyzyjnie wykonane, co oznacza, że są tak unikatowe jak prawdziwe sneakersy.</p><p>Finger Buty na Palce TAILWHIP to idealny prezent w ładnie wyglądającym opakowaniu detalicznym.</p><ul><li>zestaw przeznaczony&nbsp;<b>dla dzieci od 6 roku życia</b></li><li>wymiary buta:&nbsp; 3 x 1.5 cm</li></ul>

</div>
","
<div class=""item item-6"">
</div>
<div class=""item item-6"">
<p>Finger Sneakers TAILWHIP Pikachiu</p><p>Created by the young and popular brand TAILWHIP.</p><p>Discover the latest attraction for fingerboard enthusiasts and more - Mini Finger Shoes! These incredibly realistic mini sneakers are a perfect addition to your fingerboard collection or as an original keychain. Made from the highest quality materials, these miniature shoes impress with their detail and authenticity.</p><p>⭐Realistic Design: Recreated with extraordinary precision, these mini sneakers look like their full-sized counterparts. Perfect for streetwear fans and sneakerheads.</p><p>⭐Multifunctionality: They work great as cute shoes for dolls, fingerboard accessories, or even as keychains when you add a chain.</p><p>⭐Portable and Safe: Their small size allows for easy portability. You can take them anywhere, adding style to your sports bag, backpack, or keys.</p><p>⭐Perfect for a Gift: Whether for a sneaker collector, miniature enthusiast, or as an educational toy for children, these mini shoes are an excellent choice for any occasion.</p><p>⭐Set: Each set includes a pair of miniature shoes with laces that can be adjusted for a better fit.</p>
</div>
<div class=""item item-6"">
</div>
<div class=""item item-6"">
<p>Due to their miniature size, the shoes are precisely crafted, meaning they are as unique as real sneakers.</p><p>Finger Mini Shoes TAIL WHIP are the perfect gift in a nicely looking retail package.</p><ul>set intended for children from 6 years of age shoe dimensions: 3 x 1.5 cm</ul>
</div>
"
"{""contentId"":""af85489c-8eda-42e8-ba21-5b7a9710fa40"",""fieldId"":""compFeatures.siteButton.data.label"",""sequencePath"":[]}",TEXT,wysiwyg.viewer.components.SiteButton, Kupuję!,
"{""contentId"":""edc22979-f128-4751-b1e9-b3f9895db2f0"",""fieldId"":""product.name"",""sequencePath"":[]}",TEXT,catalog-product,"Fingerboard Buty TAILWHIP, Finger Sneakers AnimeShock, Akcesoria dla Dzieci","Fingerboard Shoes TAILWHIP, Finger Sneakers AnimeShock, Accessories for Kids"
"{""contentId"":""edc22979-f128-4751-b1e9-b3f9895db2f0"",""fieldId"":""product.description"",""sequencePath"":[]}",TEXT,catalog-product,"
<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Finger Sneakers TAILWHIP Anime Shock</b></p><p>Zostały stworzone przez młodą i popularną markę <b>TAILWHIP</b>.</p><p>Odkryj najnowszą atrakcję dla miłośników fingerboard i nie tylko - Mini Buty na Palce! Te niezwykle realistyczne mini sneakersy są doskonałym dodatkiem do Twojej kolekcji fingerboard, czy jako oryginalny breloczek. Wykonane z najwyższej jakości materiałów, te miniaturowe buty zachwycają szczegółowością i autentycznością.</p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p>⭐ <b>Realistyczny Design:</b> Odtworzone z niezwykłą precyzją, te mini sneakersy wyglądają jak ich pełnowymiarowe odpowiedniki. Idealne dla fanów streetwearu i sneakerheadów.</p><p>⭐<b>Wielofunkcyjność</b>: Świetnie sprawdzą się jako urocze buty dla lalek, akcesoria do fingerboard, a nawet jako breloczki po dodaniu łańcuszka.</p><p>⭐<b>Przenośne i Bezpieczne</b>: Ich niewielki rozmiar umożliwia łatwe przenoszenie. Możesz zabrać je wszędzie, dodając stylu swojej torbie sportowej, plecaku czy kluczom.</p><p>⭐<b>Idealne na Prezent</b>: Czy to dla kolekcjonera sneakerów, miłośnika miniatur, czy jako edukacyjna zabawka dla dzieci, te mini buty to doskonały wybór na każdą okazję</p><p>⭐<b>Zestaw</b>: Każdy zestaw zawiera parę miniaturowych butów ze sznurówkami, które można regulować dla lepszego dopasowania.</p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p>Ze względu na ich miniaturowy rozmiar, buty są precyzyjnie wykonane, co oznacza, że są tak unikatowe jak prawdziwe sneakersy.</p><p>Finger Buty na Palce TAILWHIP to idealny prezent w ładnie wyglądającym opakowaniu detalicznym.</p><ul><li>zestaw przeznaczony&nbsp;<b>dla dzieci od 6 roku życia</b></li><li>wymiary buta:&nbsp; 3 x 1.5 cm</li></ul>

</div>
","
<div class=""item item-6"">
</div>
<div class=""item item-6"">
<p>Finger Sneakers TAILWHIP Anime Shock</p><p>Created by the young and popular brand TAILWHIP.</p><p>Discover the latest attraction for fingerboard enthusiasts and more - Mini Finger Shoes! These incredibly realistic mini sneakers are a perfect addition to your fingerboard collection or as an original keychain. Made from the highest quality materials, these miniature shoes impress with their detail and authenticity.</p>
</div>
<div class=""item item-6"">
</div>
<div class=""item item-6"">
<p>⭐Realistic Design: Recreated with extraordinary precision, these mini sneakers look like their full-sized counterparts. Perfect for streetwear fans and sneakerheads.</p><p>⭐Multifunctionality: They work great as cute shoes for dolls, fingerboard accessories, or even as keychains when you add a chain.</p><p>⭐Portable and Safe: Their small size allows for easy portability. You can take them anywhere, adding style to your sports bag, backpack, or keys.</p><p>⭐Perfect for a Gift: Whether for a sneaker collector, miniature enthusiast, or as an educational toy for children, these mini shoes are an excellent choice for any occasion.</p><p>⭐Set: Each set includes a pair of miniature shoes with laces that can be adjusted for a better fit.</p>
</div>
<div class=""item item-6"">
</div>
<div class=""item item-6"">
<p>Due to their miniature size, the shoes are precisely crafted, meaning they are as unique as real sneakers.</p><p>Finger Mini Shoes TAIL WHIP are the perfect gift in a nicely looking retail package.</p><ul>set intended for children from 6 years of age shoe dimensions: 3 x 1.5 cm</ul>
</div>
"
"{""contentId"":""9ea31e73-cb5c-45a4-8b97-db52bf8d4ea7"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}",TEXT,wysiwyg.viewer.components.WRichText,"<h3 class=""font_3""><span>&quot;Małe przedmioty, wielkie pasje&quot; to idea przyświecająca entuzjastom miniaturowych sport&oacute;w, kt&oacute;rzy od 2020 roku dzielą się radością z finger skateboards, finger BMX bikes i finger scooters. Te małe repliki popularnych sprzęt&oacute;w pozwalają przenieść ulubione triki na dowolną płaską powierzchnię, zamieniając codzienne otoczenie w miniaturowy plac zabaw. </span></h3>","<h3 class=""font_3""><span>&quot;Małe przedmioty, wielkie pasje&quot; to idea przyświecająca entuzjastom miniaturowych sport&oacute;w, kt&oacute;rzy od 2020 roku dzielą się radością z finger skateboards, finger BMX bikes i finger scooters. Te małe repliki popularnych sprzęt&oacute;w pozwalają przenieść ulubione triki na dowolną płaską powierzchnię, zamieniając codzienne otoczenie w miniaturowy plac zabaw. </span></h3>"
"{""contentId"":""e4e18b36-d82b-495f-82ea-0df6a5b43fe9"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}",TEXT,wysiwyg.viewer.components.WRichText,"<h2 class=""font_2"">Nasza historia</h2>","<h2 class=""font_2"">Our history</h2>"
"{""contentId"":""9e8c528d-04ea-45a4-8bcc-d9dd5d392689"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}",TEXT,wysiwyg.viewer.components.WRichText,"<h1 class=""font_0""><span>O nas</span></h1>","<h1 class=""font_0"">About Us</h1>"
"{""contentId"":""d78fed47-1d04-4ac4-8689-1225a0ec45d9"",""fieldId"":""product.name"",""sequencePath"":[]}",TEXT,catalog-product,"Fingerboard TAILWHIP Hustler Graffiti Pro Finger, Mini Deskorolka na Palce","Fingerboard TAILWHIP Hustler Graffiti Pro Finger, Mini Skateboard for Fingers"
"{""contentId"":""d78fed47-1d04-4ac4-8689-1225a0ec45d9"",""fieldId"":""product.description"",""sequencePath"":[]}",TEXT,catalog-product,"
<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Fingerboard TAILWHIP</b>®️<b> Mini Deskorolka Drewniana Pro Deck + Akcesoria</b></p><p>Odkryj najwyższą jakość i precyzję z Fingerboardem TAILWHIP®️! Wykonany z 5-warstwowego kanadyjskiego klonu, ten mini fingerboard zapewnia wyjątkową trwałość i komfort jazdy. Dzięki wysokiej klasy kołom z łożyskami oraz piankowemu grip tape'owi, masz pełną kontrolę podczas trików.</p><p><b>Dlaczego warto wybrać Fingerboard TAILWHIP?</b></p><p>✅&nbsp;Materiał Premium&nbsp;– solidna konstrukcja z kanadyjskiego klonu</p><p>✅&nbsp;Dla Profesjonalistów i Początkujących&nbsp;– idealny do nauki trików i rozwijania umiejętności</p><p>✅ Antystresowa Zabawka – idealna na prezent dla dzieci i dorosłych</p><p>✅&nbsp;Stylowy Design&nbsp;– drewniane wykończenie z grafiką UV</p><p><b>▶️https://www.youtube.com/shorts/7zvi6bUrD6E</b></p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p>Użyj dołączonej naklejki i narzędzia do deskorolki, aby dostosować swoje fingerboardy jak profesjonaliści. Jeździj i szlifuj swoje nowe mini deskorolki do palców z TAIL WHIP®️ od prawdziwych skaterów! Mini deskorolki TAILWHIP będą idealnym prezentem dla chłopców/dziewcząt w wieku od 6 lat. Wiek nieograniczony. Zabawka antystresowa</p><p><b>Specyfikacja</b>:</p><ul><li>Wymiary deski: 100 x 34 mm</li><li>Wymiary opakowania: 16.5 x 18.5 x 3 cm</li><li>Materiał: 5-warstwowy kanadyjski klon, metal, guma</li></ul><p><b>W zestawie</b>:</p><ul><li>piankowy griptape</li><li>narzędzie do montażu</li><li>naklejka</li></ul><p><b>▶️https://www.youtube.com/shorts/7zvi6bUrD6E</b></p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p>Kup teraz i wykonaj swoje pierwsze triki z Fingerboardem TAILWHIP®️!</p><p>✏️Idealny prezent dla dzieci od 6 lat i dorosłych, którzy kochają skateboarding.</p><p><b>▶️https://www.youtube.com/shorts/7zvi6bUrD6E</b></p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Dlaczego warto zaufać TAILWHIP®️?</b></p>
<ul>
<li>Certyfikowana jakość&nbsp;– wszystkie nasze produkty spełniają wymagania bezpieczeństwa, a informacje o jakości znajdziesz na opakowaniu.</li>
<li>Kreatywna społeczność&nbsp;– baw się, rozwijaj umiejętności i twórz niezapomniane chwile z TAILWHIP<b>®️</b><b></b></li>
</ul>
<p><b></b></p>
<p><b>▶️https://www.youtube.com/shorts/7zvi6bUrD6E</b></p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Koniec z nudą przy ekranach: Nasze produkty zachęcają do aktywnej zabawy i odkrywania świata trików – bez smartfonów i gadżetów.</b></p><p><b>Zabawki TAILWHIP®️- to doskonały prezent dla dzieci, zabawka motoryczna wspierająca rozwijanie zdolności motorycznych, a także świetne uzupełnienie wystawy sklepowej lub dekoracji w kawiarni.</b></p><p><b>▶️https://www.youtube.com/shorts/7zvi6bUrD6E</b></p>

</div>


<div class=""item item-12"">
</div>


<div class=""item item-12"">
</div>


<div class=""item item-12"">
</div>
","
<div class=""item item-6"">
</div>
<div class=""item item-6"">
<p>Fingerboard TAILWHIP®️Mini Wooden Skateboard Pro Deck + Accessories</p><p>Discover the highest quality and precision with the TAILWHIP®️ Fingerboard! Made from 5-layer Canadian maple, this mini fingerboard offers exceptional durability and riding comfort. With high-quality wheels with bearings and foam grip tape, you have full control during tricks.</p><p>Why choose the TAILWHIP Fingerboard?</p><p>✅ Premium Material – solid construction from Canadian maple</p><p>✅ For Professionals and Beginners – perfect for learning tricks and developing skills</p><p>✅ Anti-stress Toy – ideal as a gift for children and adults</p><p>✅ Stylish Design – wooden finish with UV graphics</p><p>▶️https://www.youtube.com/shorts/7zvi6bUrD6E</p>
</div>
<div class=""item item-6"">
</div>
<div class=""item item-6"">
<p>Use the included sticker and skateboard tool to customize your fingerboards like professionals. Ride and hone your new mini fingerboards from TAIL WHIP®️ by real skaters! TAILWHIP mini skateboards will be the perfect gift for boys/girls aged 6 and up. Age unlimited. Anti-stress toy</p><p>Specification:</p><ul>Board dimensions: 100 x 34 mmPackage dimensions: 16.5 x 18.5 x 3 cmMaterial: 5-layer Canadian maple, metal, rubber</ul><p>Included:</p><ul>foam griptapemounting toolsticker</ul><p>▶️https://www.youtube.com/shorts/7zvi6bUrD6E</p>
</div>
<div class=""item item-6"">
</div>
<div class=""item item-6"">
<p>Buy now and perform your first tricks with the TAILWHIP®️ Fingerboard!</p><p>✏️The perfect gift for children aged 6 and adults who love skateboarding.</p><p>▶️https://www.youtube.com/shorts/7zvi6bUrD6E</p>
</div>
<div class=""item item-6"">
</div>
<div class=""item item-6"">
<p>Why trust TAILWHIP®️?</p>
<ul>Certified quality – all our products meet safety requirements, and quality information can be found on the packaging. Creative community – have fun, develop skills, and create unforgettable moments with TAILWHIP®️</ul>
<p>▶️https://www.youtube.com/shorts/7zvi6bUrD6E</p>
<p>No more screen boredom: Our products encourage active play and exploring the world of tricks – without smartphones and gadgets.</p>
</div>
<div class=""item item-6"">
</div>
<div class=""item item-6"">
<p>TAILWHIP®️ toys – an excellent gift for children, a motor toy supporting the development of motor skills, and a great addition to a store display or café decoration.</p><p>▶️https://www.youtube.com/shorts/7zvi6bUrD6E</p><p><b>▶️https://www.youtube.com/shorts/7zvi6bUrD6E</b></p>
</div>
<div class=""item item-12"">
</div>
<div class=""item item-12"">
</div>
<div class=""item item-12"">
</div>
"
"{""contentId"":""d9c7cb37-88ce-4b1b-9e6f-b52ac150e3a6"",""fieldId"":""product.name"",""sequencePath"":[]}",TEXT,catalog-product,Fingerbike TAILWHIP Metalowy Mini Rower BMX na Palce Pro Wersja + Akcesoria,Fingerbike TAILWHIP Metal Mini BMX Finger Bike Pro Version + Accessories
"{""contentId"":""d9c7cb37-88ce-4b1b-9e6f-b52ac150e3a6"",""fieldId"":""product.description"",""sequencePath"":[]}",TEXT,catalog-product,"<div class=""item item-12""><p><b>Fingerbike BMX TAILWHIP®️ Metall</b></p><p>Została stworzona przez młodą i popularną markę&nbsp;<b>TAILWHIP®️</b>.&nbsp;Nasze zabawki można rozłożyć i złożyć ponownie. Możesz też użyć dodatkowych akcesoriów w innym kolorze, aby spersonalizować swój rower, tak jak robią to prawdziwi profesjonaliści.</p></div><div class=""item item-6""></div><div class=""item item-6""><p><b>⭐ Zestaw Fingerbike BMX</b>; PROFESJONALNY&nbsp;Fingerbike BMX TAILWHIP®️ metalowy, metalowy widelec, metalowe kółka z oponami z prawdziwej gumy, pegi metalowe kompletny zestaw</p><p>⭐<b>Miniaturkowa Zabawa</b>: Ciesz się dreszczykiem emocji wykonując niesamowite sztuczki Tailwhip na wyciągnięcie ręki.</p><p>⭐<b>Realistyczny Design</b>: Prezentujący realistyczny model bike BMX w niesamowitych kolorach do trików ulicznych, prawdziwe triki, prawdziwe ślizgi.</p><p>⭐<b>Przenośny i Zabawny</b>: Zabierz go ze sobą wszędzie i baw się bez końca w podróży.</p><p>⭐<b>Świetny Pomysł na Prezent</b>: Idealny dla entuzjastów sportów ekstremalnych i tych, którzy szukają unikalnego prezentu-niespodzianki.</p><p>Tutaj można zobaczyć przegląd naszych produktów:&nbsp;<b> ▶️https://www.youtube.com/shorts/TeXzTLpA7Y8</b></p></div><div class=""item item-6""></div><div class=""item item-6""><p><b>Finger bmx zestaw&nbsp;</b><b>TAILWHIP®️</b><b> obejmuje:</b></p><ul><li>✔️ Mini Rowerek</li><li>✔️ 2 koła w innym kolorze</li><li>✔️ 2 gripy w innym kolorze</li><li>✔️ 4 pegi BMX metalowe</li><li>✔️ narzędzie do montażu</li><li>✔️ naklejka</li></ul><p>Zabawkowy bmx, odlewany model roweru w 1:18, fingerbike metal, wspaniały prezent, z ładnie wyglądającym pudełkiem detalicznym.</p><ul><li>zestaw przeznaczony <b>dla dzieci od 6 roku życia</b></li><li>wymiary BMX'a:&nbsp; 11 x 7 x 4,5 cm</li><li>wymiary opakowania: 19 x 14 x 5.5 cm</li></ul><p>Tutaj można zobaczyć przegląd naszych produktów:&nbsp;<b> ▶️https://www.youtube.com/shorts/TeXzTLpA7Y8</b></p></div><div class=""item item-6""></div><div class=""item item-6""><p><b>⚡PRAWDZIWE ROWERY, NIEZWYKŁE TRIKI</b> - ćwicz, aby wykonywać nierealne triki na zabawkowych rowerach terenowych, niesamowite akrobacje, w tym tail whipy, flick triki i wiele więcej dla swoich przyjaciół!</p><p><b>⚡IDEALNY PREZENT</b> - tak jak deskorolka na palce i fingerscooter, nasz finger rower BMX jest idealnym prezentem dla dzieci, które mogą dzięki niemu rozwijać swoje umiejętności motoryczne, koordynację ręka-oko oraz zwiększać ciekawość. To bardzo urocze zabawki, które można zdejmować, rekonfigurować, wymieniać w nich opony i bawić się nimi palcami.</p><p>⚡Fingerbike mini rowerek<b> TAILWHIP®️</b> dają mnóstwo zabawy podczas <b>nauki i wykonywania trików palcami.</b></p><p>Tutaj można zobaczyć przegląd naszych produktów:&nbsp;<b> ▶️https://www.youtube.com/shorts/TeXzTLpA7Y8</b></p></div><div class=""item item-6""></div><div class=""item item-6""><p>➡️ Finger bike BMX od <b>TAIL WHIP®️</b> to kieszonkowa wersja Twojego ulubionego roweru.</p><p>➡️ Dokładnie odtwarza połączenia, detale i wygląd zewnętrzny.</p><p>➡️ I tak, można nim sterować palcami, kręcić pedałami i wykonywać supertriki!</p><p>➡️Ten fingerbike jest kompatybilny z Tech Deck fingerboard&nbsp; i Tech Deck skatepark.</p><p>➡️ Ćwiczenie palców jest niezbędne nie tylko dla maluchów, ale również dla nastolatków i dorosłych wujków oraz cioci.</p><p>Czy wiedzieliście o takich trenażerach do motoryki rąk jak <b>fingerbike</b>, <b>fingerboard</b>, <b>finger sooter</b>?</p><p>A może już macie całą kolekcję takich fingerów od <b>TAIL WHIP®️</b>?</p><p>Tutaj można zobaczyć przegląd naszych produktów:&nbsp;<b> ▶️https://www.youtube.com/shorts/TeXzTLpA7Y8</b></p></div><div class=""item item-12""><p><b>Mini BMX to doskonały prezent dla dzieci, zabawka motoryczna wspierająca rozwijanie zdolności motorycznych, a także świetne uzupełnienie wystawy sklepowej lub dekoracji w kawiarni</b></p></div><div class=""item item-12""></div><div class=""item item-12""></div><div class=""item item-12""></div><div class=""item item-12""></div>","<div class=""item item-12""><p>Fingerbike BMX TAILWHIP®️ Metal</p><p>It was created by the young and popular brand TAILWHIP®️. Our toys can be disassembled and reassembled. You can also use additional accessories in a different color to personalize your bike, just like real professionals do.</p></div><div class=""item item-6""></div><div class=""item item-6""><p>⭐ Fingerbike BMX Set; PROFESSIONAL Fingerbike BMX TAILWHIP®️ metal, metal fork, metal wheels with real rubber tires, metal pegs complete set</p><p>⭐Miniature Fun: Enjoy the thrill of performing amazing Tailwhip tricks at your fingertips.</p><p>⭐Realistic Design: Featuring a realistic BMX bike model in amazing colors for street tricks, real tricks, real slides.</p><p>⭐Portable and Fun: Take it with you everywhere and have endless fun on the go.</p><p>⭐Great Gift Idea: Perfect for extreme sports enthusiasts and those looking for a unique surprise gift.</p><p>Here you can see an overview of our products:▶️https://www.youtube.com/shorts/TeXzTLpA7Y8</p></div><div class=""item item-6""></div><div class=""item item-6""><p>Finger BMX set TAILWHIP®️ includes:</p><ul>✔️ Mini Bike✔️ 2 wheels in a different color✔️ 2 grips in a different color✔️ 4 metal BMX pegs✔️ assembly tool✔️ sticker</ul><p>Toy bmx, cast bike model in 1:18, fingerbike metal, great gift, with a nice-looking retail box.</p><ul>set intended for children from 6 years old BMX dimensions: 11 x 7 x 4.5 cm packaging dimensions: 19 x 14 x 5.5 cm</ul><p>Here you can see an overview of our products:▶️https://www.youtube.com/shorts/TeXzTLpA7Y8</p></div><div class=""item item-6""></div><div class=""item item-6""><p>⚡REAL BIKES, EXTRAORDINARY TRICKS - practice to perform unreal tricks on toy dirt bikes, amazing stunts, including tail whips, flick tricks, and much more for your friends!</p><p>⚡PERFECT GIFT - just like a finger skateboard and finger scooter, our finger BMX bike is the perfect gift for kids who can develop their motor skills, hand-eye coordination, and increase curiosity with it. These are very cute toys that can be disassembled, reconfigured, have their tires changed, and be played with using fingers.</p><p>⚡Fingerbike mini bike TAILWHIP®️ provides lots of fun while learning and performing finger tricks.</p><p>Here you can see an overview of our products:▶️https://www.youtube.com/shorts/TeXzTLpA7Y8</p></div><div class=""item item-6""></div><div class=""item item-6""><p>➡️ Finger bike BMX from TAIL WHIP®️ is a pocket-sized version of your favorite bike.</p><p>➡️ It accurately reproduces the connections, details, and exterior appearance.</p><p>➡️ And yes, it can be controlled with fingers, pedals can be spun, and super tricks can be performed!</p><p>➡️This fingerbike is compatible with Tech Deck fingerboard and Tech Deck skatepark.</p><p>➡️ Finger exercise is essential not only for toddlers but also for teenagers and adult uncles and aunts.</p><p>Did you know about such hand motor skills trainers as fingerbike, fingerboard, finger scooter?</p><p>Or maybe you already have a whole collection of such fingers from TAIL WHIP®️?</p><p>Here you can see an overview of our products:▶️https://www.youtube.com/shorts/TeXzTLpA7Y8</p></div><div class=""item item-12""><p>Mini BMX is an excellent gift for children, a motor skills toy supporting the development of motor abilities, and also a great addition to a shop display or decoration in a café.</p></div><div class=""item item-12""></div><div class=""item item-12""></div><div class=""item item-12""></div><div class=""item item-12""></div>"
"{""contentId"":""a46dfd40-e0c0-4b17-ae6d-89f68b1b7038"",""fieldId"":""product.name"",""sequencePath"":[]}",TEXT,catalog-product,"Sportowy Kask Ochronny TAILWHIP, Fiolet M","Protective Sports Helmet TAILWHIP, Purple M"
