"ID (do not edit)","Content type","Element type","Source language (PL)","Target language (EN)"
"{""contentId"":""6b1b776a-a7df-4149-8caa-43861708aac5"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<h2 class=""font_4"">Godziny pracy</h2>","<h2 class=""font_4"">Working hours</h2>"
"{""contentId"":""33036f19-f2d2-47a7-93db-5950f85a9fa3"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<h1 class=""font_0""><span>TAILWHIP</span></h1>",
"{""contentId"":""333f0d2e-4ca9-42ad-a314-075022fcf7d5"",""fieldId"":""compFeatures.imageX.data.image.uri"",""sequencePath"":[]}","TEXT","wixui.ImageX","9f9bce_2060a0518ef7489d82cbd17e0f20ced2~mv2.jpg",
"{""contentId"":""333f0d2e-4ca9-42ad-a314-075022fcf7d5"",""fieldId"":""compFeatures.imageX.data.image.alt"",""sequencePath"":[]}","TEXT","wixui.ImageX","fingerboard tailwhip",
"{""contentId"":""589e9c16-0cf0-49f6-9d7e-3caf1d336f87"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_8""><span>&copy; 2025&nbsp;by TAILWHIP</span></p>","<p class=""font_8"">&copy; 2025&nbsp;by TAILWHIP</p>"
"{""contentId"":""70a86fdc-91cb-4f0a-bad8-85f5eed4f9db"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<h1 class=""font_0"">POLITYKA WYSYŁKI W SKLEPIE INTERNETOWYM TAILWHIP.STORE</h1>","<h1 class=""font_0"">TAILWHIP.STORE SHIPPING POLICY</h1>"
"{""contentId"":""1c47a5fd-65a2-43cc-a74f-259f6db589e3"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<h3 class=""font_3""><span>Tailwhip</span></h3>","<h3 class=""font_3"">Tailwhip</h3>"
"{""contentId"":""650c1dfe-8f40-40bc-8cfd-e0a1ac7a46e7"",""fieldId"":""wix.forms.v4.Form.fieldsV2.inputOptions.stringOptions.textInputOptions.label"",""sequencePath"":[{""seqName"":""fieldsV2"",""itemId"":""b09d5408-d6b5-4d32-f522-5aa8c776c05c""}]}","TEXT","wix.forms.v4.Form","Temat","Theme"
"{""contentId"":""650c1dfe-8f40-40bc-8cfd-e0a1ac7a46e7"",""fieldId"":""wix.forms.v4.Form.fieldsV2.inputOptions.stringOptions.textInputOptions.label"",""sequencePath"":[{""seqName"":""fieldsV2"",""itemId"":""16d0101a-1002-45e3-9b72-3b8b0c568c12""}]}","TEXT","wix.forms.v4.Form","Nazwisko","Surname"
"{""contentId"":""650c1dfe-8f40-40bc-8cfd-e0a1ac7a46e7"",""fieldId"":""wix.forms.v4.Form.fieldsV2.displayOptions.pageNavigationOptions.nextPageText"",""sequencePath"":[{""seqName"":""fieldsV2"",""itemId"":""756fcab4-02ed-44c0-c776-189cc4420eb1""}]}","TEXT","wix.forms.v4.Form","Next","Next"
"{""contentId"":""650c1dfe-8f40-40bc-8cfd-e0a1ac7a46e7"",""fieldId"":""wix.forms.v4.Form.fieldsV2.displayOptions.pageNavigationOptions.previousPageText"",""sequencePath"":[{""seqName"":""fieldsV2"",""itemId"":""756fcab4-02ed-44c0-c776-189cc4420eb1""}]}","TEXT","wix.forms.v4.Form","Back","Back"
"{""contentId"":""650c1dfe-8f40-40bc-8cfd-e0a1ac7a46e7"",""fieldId"":""wix.forms.v4.Form.fieldsV2.inputOptions.stringOptions.textInputOptions.label"",""sequencePath"":[{""seqName"":""fieldsV2"",""itemId"":""c18e9c08-5540-471d-338d-6793ead44bc2""}]}","TEXT","wix.forms.v4.Form","Wiadomość","Message"
"{""contentId"":""650c1dfe-8f40-40bc-8cfd-e0a1ac7a46e7"",""fieldId"":""wix.forms.v4.Form.fieldsV2.displayOptions.pageNavigationOptions.submitText"",""sequencePath"":[{""seqName"":""fieldsV2"",""itemId"":""756fcab4-02ed-44c0-c776-189cc4420eb1""}]}","TEXT","wix.forms.v4.Form","Wyszlij","Leave"
"{""contentId"":""650c1dfe-8f40-40bc-8cfd-e0a1ac7a46e7"",""fieldId"":""wix.forms.v4.Form.fieldsV2.inputOptions.stringOptions.textInputOptions.label"",""sequencePath"":[{""seqName"":""fieldsV2"",""itemId"":""01715bfa-a350-4cd5-0532-ecf4ae3a06ab""}]}","TEXT","wix.forms.v4.Form","Imia","Name"
"{""contentId"":""650c1dfe-8f40-40bc-8cfd-e0a1ac7a46e7"",""fieldId"":""wix.forms.v4.Form.fieldsV2.inputOptions.stringOptions.textInputOptions.label"",""sequencePath"":[{""seqName"":""fieldsV2"",""itemId"":""494de118-c5ea-41de-38c4-b4129bbcfc40""}]}","TEXT","wix.forms.v4.Form","Email","Email"
"{""contentId"":""650c1dfe-8f40-40bc-8cfd-e0a1ac7a46e7"",""fieldId"":""wix.forms.v4.Form.fieldsV2.inputOptions.stringOptions.phoneInputOptions.label"",""sequencePath"":[{""seqName"":""fieldsV2"",""itemId"":""4fb2a85f-1207-4b58-5f56-89257634f142""}]}","TEXT","wix.forms.v4.Form","Telefon","Phone"
"{""contentId"":""650c1dfe-8f40-40bc-8cfd-e0a1ac7a46e7"",""fieldId"":""wix.forms.v4.Form.submitSettings.thankYouMessageOptions.richContent"",""sequencePath"":[]}","RICH_CONTENT","wix.forms.v4.Form","{""nodes"":[{""type"":""PARAGRAPH"",""id"":""tct4821"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""Thanks, we received your submission."",""decorations"":[]}}],""paragraphData"":{""textStyle"":{""textAlignment"":""CENTER""}}}],""metadata"":{""version"":1,""createdTimestamp"":""2024-05-13T21:51:31.556Z"",""updatedTimestamp"":""2024-05-13T21:51:31.556Z"",""id"":""c7a77d2e-61c4-480f-bcbb-285830f9ec71""}}","{""nodes"":[{""type"":""PARAGRAPH"",""id"":""tct4821"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""Thanks, we received your submission."",""decorations"":[]}}],""paragraphData"":{""textStyle"":{""textAlignment"":""CENTER""}}}],""metadata"":{""version"":1,""createdTimestamp"":""2024-05-13T21:51:31.556Z"",""updatedTimestamp"":""2024-05-13T21:51:31.556Z"",""id"":""c7a77d2e-61c4-480f-bcbb-285830f9ec71""}}"
"{""contentId"":""650c1dfe-8f40-40bc-8cfd-e0a1ac7a46e7"",""fieldId"":""wix.forms.v4.Form.fieldsV2.displayOptions.richContentOptions.richContent"",""sequencePath"":[{""seqName"":""fieldsV2"",""itemId"":""1c74d11f-8afd-4695-5177-fba40799a38d""}]}","RICH_CONTENT","wix.forms.v4.Form","{""nodes"":[{""type"":""HEADING"",""id"":""s8nfg38"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""Zkontaktuj z nami"",""decorations"":[]}}],""headingData"":{""level"":2,""textStyle"":{""textAlignment"":""AUTO""}}}],""metadata"":{""version"":1,""createdTimestamp"":""2024-05-13T21:51:31.571Z"",""updatedTimestamp"":""2024-05-13T21:51:31.571Z"",""id"":""567d4206-14d7-4f0a-adfe-db761d5b5a1a""},""documentStyle"":{}}","{""nodes"":[{""type"":""HEADING"",""id"":""s8nfg38"",""nodes"":[{""type"":""TEXT"",""id"":"""",""nodes"":[],""textData"":{""text"":""Contact us"",""decorations"":[]}}],""headingData"":{""level"":2,""textStyle"":{""textAlignment"":""AUTO""}}}],""metadata"":{""version"":1,""createdTimestamp"":""2024-05-13T21:51:31.571Z"",""updatedTimestamp"":""2024-05-13T21:51:31.571Z"",""id"":""567d4206-14d7-4f0a-adfe-db761d5b5a1a""},""documentStyle"":{}}"
