"ID (do not edit)","Content type","Element type","Source language (PL)","Target language (EN)"
"{""contentId"":""64a288c0-f394-4022-bba4-d181a9a7c3f8"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_7""><span><a dataquery=""LINK_0"">Business Name</a></span></p>",
"{""contentId"":""71cb541a-98f0-45b9-afbb-c34987d6f8b0"",""fieldId"":""product.name"",""sequencePath"":[]}","TEXT","catalog-product","Tajski Chłodzący Żel Counterpain, Przeciwbólowy Krem dla Sportowców, 60g",
"{""contentId"":""71cb541a-98f0-45b9-afbb-c34987d6f8b0"",""fieldId"":""product.description"",""sequencePath"":[]}","TEXT","catalog-product","
<div class=""item item-12"">

<h2>Tajski Żel Przeciwbólowy Counterpain - Counterpain Cool Analgesic Gel</h2>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p>Counterpain Cool – żel przeciwbólowy z efektem chłodzącym – to żel analgetyczny z mentolem, przeznaczony do łagodzenia bólu mięśni i stawów. Idealnie nadaje się dla tych, którzy nie tolerują efektu rozgrzewającego, ale potrzebują skutecznego działania przeciwbólowego.</p>
<p>Żel ma lekką konsystencję i szybko przenika przez skórę, dzięki czemu składniki aktywne zaczynają działać natychmiast po nałożeniu. Nie powoduje uczucia pieczenia, odświeża i pomaga przywrócić ruchomość.</p>
<ul>
<li></li>
</ul>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p>✅ Wskazania do stosowania:</p>
<ul>
<li>Mialgia, zapalenie mięśni, nerwobóle</li>
<li>Zapalenie stawów, reumatyzm, bóle w dolnej części pleców</li>
<li>Skręcenia, zwichnięcia, stłuczenia, zadrapania</li>
<li>Nieskomplikowane urazy sportowe</li>
<li>Przygotowanie mięśni do treningu (rozgrzewka)</li>
<li>Bóle mięśni i stawów dowolnego pochodzenia</li>
</ul>
<ul>
<li></li>
</ul>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p>Sposób użycia:</p>
<p>Nakładaj żel na bolesny lub urazowy obszar 2–3 razy dziennie. Szczególnie skuteczny przy:</p>
<ul>
<li>drobnych uszkodzeniach tkanek miękkich</li>
<li>bólach mięśni, stawów, więzadeł</li>
<li>skręceniach, stłuczeniach i urazach sportowych</li>
</ul>
<p>Można stosować razem z lodem w celu wzmocnienia efektu chłodzenia.</p>
<p>Ważne: Tylko do użytku zewnętrznego. Nie używać z termoforami ani innymi źródłami ciepła.</p>
<ul>
<li></li>
</ul>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p>⚠️ Przeciwwskazania:</p><ul><li>Indywidualna nietolerancja składników (zwłaszcza mentolu)</li><li>Uszkodzona skóra: rany, oparzenia, owrzodzenia</li><li>Reakcje alergiczne</li><li>Wiek poniżej 2 lat</li><li>Unikać kontaktu z oczami i błonami śluzowymi</li><li>Nie używać z rozgrzewającymi kompresami i termoforami</li><li>Tylko do użytku zewnętrznego</li></ul><p>ℹ️ Dodatkowe informacje:</p><ul><li>Objętość: 60 g</li><li>Ilość: 1 sztuka</li><li>Opakowanie: Tuba w kartonowym opakowaniu</li><li>Kraj produkcji: Tajlandia</li></ul>

</div>
",
"{""contentId"":""6b07e4ba-534d-4464-86f1-dedcc55cbe9c"",""fieldId"":""product.name"",""sequencePath"":[]}","TEXT","catalog-product","Tajska pasta do zębów dla dzieci pomarańczowa - Bez cukru, fluoru, SLS, 35g",
"{""contentId"":""6b07e4ba-534d-4464-86f1-dedcc55cbe9c"",""fieldId"":""product.description"",""sequencePath"":[]}","TEXT","catalog-product","
<div class=""item item-12"">

<h2>Pasta do zębów pomarańczowa – Dok Bua Ku Kids Herbal Toothpaste Orange Flavor 35g</h2>

</div>


<div class=""item item-12"">

<p>Delikatna ochrona ząbków dziecka!</p><p>Ziołowa pasta do zębów Dok Bua Ku Kids o pysznym&nbsp; pomarańczowym smaku. Stworzona specjalnie dla dzieci – bezpieczna, delikatna i skuteczna.</p><p>Opis produktu:</p><p>Pasta nie zawiera cukru, fluoru, SLS ani ostrych składników – idealna do codziennego stosowania od 2 roku życia.</p><p>Działanie głównych składników:</p><p>Ekstrakt z pomarańczy jest bogaty w witaminę C, która jest niezbędna do prawidłowego funkcjonowania tkanki kostnej zębów. Uzupełnienie niedoboru witaminy C to klucz do leczenia i zapobiegania krwawieniu dziąseł. Ekstrakt z pomarańczy odświeża również jamę ustną i oddech oraz działa delikatnie wybielająco.</p><p>Papaina, czyli enzym z papai, wspiera zdrowie zębów i jamy ustnej, hamując powstawanie płytki nazębnej i rozwój próchnicy. Zapobiega również namnażaniu się bakterii odpowiedzialnych za tworzenie płytki nazębnej i biofilmu.</p><p>Dwutlenek krzemu to naturalny środek ścierny, który pomaga dokładnie oczyścić dziecięce zęby z nalotu, resztek jedzenia i innych zanieczyszczeń.</p><p>Mleczan wapnia to sól wapniowa kwasu mlekowego. Uzupełnia niedobory wapnia w okresie wzrostu zębów – wzmacnia szkliwo i zębinę.</p><p>Kwas glicyryzynowy to składnik pozyskiwany z ekstraktu korzenia lukrecji. Zwęża naczynia włosowate, zmniejsza obrzęk i chroni przed chorobami przyzębia.</p><p>Skład:</p><p>Sorbitol, woda, dwutlenek krzemu, gliceryna, laurylosarkozynian sodu, aromat, guma celulozowa, acesulfam potasu, ksylitol, glicerofosforan wapnia, benzoesan sodu, mleczan wapnia, ekstrakt z pomarańczy, papaina, kwas glicyryzynowy, barwnik CI15985 (E110). Bez fluoru.</p><p>✅ Korzyści:</p><p>Chroni przed próchnicą</p><p>Łagodna dla wrażliwych dziąseł</p><p>Bez cukru, fluoru i SLS</p><p>Przyjemny pomarańczowy smak</p><p>⚠️ Środki ostrożności:</p><p>Używać pod nadzorem osoby dorosłej.</p><p>Nie połykać pasty.</p><p>Nieodpowiednia dla dzieci poniżej 2 lat.</p><p>W razie wystąpienia podrażnienia – przerwać stosowanie i skonsultować się z lekarzem.</p><p>Przechowywać w chłodnym, suchym miejscu, poza zasięgiem dzieci.</p><p>Zawartość zestawu:</p><p>1 x pasta do zębów dla dzieci 35 g</p>

</div>
",
"{""contentId"":""a506c038-7b38-497d-9e72-0d9feae5ee43"",""fieldId"":""product.name"",""sequencePath"":[]}","TEXT","catalog-product","Tajski Naturalny Inhalator do Nosa, Green Herb Inhalant, Przeciw Infekcji",
"{""contentId"":""a506c038-7b38-497d-9e72-0d9feae5ee43"",""fieldId"":""product.description"",""sequencePath"":[]}","TEXT","catalog-product","
<div class=""item item-12"">

<h2>Tajski Inhalator do Nosa Green Herb Brand Inhaler 2 in1</h2><p>Tajski inhalator-sztyft Green Herb – tradycyjny środek wspierający oddychanie i ogólne samopoczucie. Ten unikalny sztyft 2 w 1 łączy w sobie tradycyjne tajskie olejki i zioła, zapewniając przyjemne i odświeżające działanie. Pomaga poprawić oddychanie, zwalczyć dyskomfort spowodowany nieprzyjemnymi zapachami oraz ukąszeniami owadów.</p><p>Dzięki swojej formie inhalator jest wygodny do noszenia przy sobie. Pomimo niewielkich rozmiarów wystarcza na długi czas.</p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Zatkany nos, katar, przeziębienie</b></p><p>Inhalator skutecznie ułatwia oddychanie, zmniejsza zatkanie nosa i łagodzi objawy kataru, co czyni go efektywnym środkiem przy przeziębieniu.</p><p><b>Zawroty głowy, omdlenia, choroba morska, nudności</b></p><p>Zawarte w inhalatorze zioła i olejki eteryczne pomagają złagodzić zawroty głowy, zapobiegać omdleniom i radzić sobie z objawami choroby morskiej, dzięki czemu jest doskonałym towarzyszem podróży i środkiem na nudności.</p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Nieprzyjemne zapachy</b></p>
<p>Inhalator neutralizuje nieprzyjemne zapachy i zapewnia świeżość powietrza, co jest szczególnie przydatne w sytuacjach, gdy występują zapachy wywołujące dyskomfort.</p>
<p><b>Swędzenie po ukąszeniach owadów</b></p>
<p>Właściwości przeciwświądowe inhalatora pomagają łagodzić swędzenie i dyskomfort po ukąszeniach owadów, zapewniając szybkie ukojenie i komfort.</p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Olej kamforowy</b>&nbsp;skutecznie zwalcza przeziębienie, zapalenie płuc, ponieważ ułatwia oddychanie i pomaga w chorobie lokomocyjnej.</p><p><b>Olejek eukaliptusowy</b>&nbsp;pomaga w astmie, zapaleniu oskrzeli, zapaleniu zatok, ma działanie antyseptyczne.</p><p><b>Olejek mentolowy</b>&nbsp;łagodzi przekrwienie nosa.</p><p><b>Borneol</b>&nbsp;wykazuje działanie przeciwbólowe, przeciwdepresyjne, antyseptyczne, przeciwskurczowe, przeciwwirusowe, wiatropędne, wzmacniające oraz pobudzające (nadnercza).</p><p>Wdychanie kamfory, eukaliptusa i mentolu pomaga we wczesnych stadiach przeziębienia, zmęczenia, łagodzi zaburzenia nerwowe, uspokaja układ nerwowy. Szczególnie skuteczny środek w okresie epidemii grypy oraz w okresie pylenia roślin w zwalczaniu objawów allergii.</p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Sposób użycia:</b></p><p>Inhalator Green Herb posiada dwie zdejmowane nakładki. W dolnej części znajduje się pojemnik z olejkami eterycznymi, a w górnej – sam inhalator z wkładem w kształcie ołówka. Zdjąć górną nakładkę inhalatora, wdychać opary olejków. W przypadku bólu głowy wcierać olejki w skronie, przy katarze nałożyć na skórę pod nosem i posmarować skrzydełka nosa. W przypadku nudności lub zawrotów głowy nanieść na skronie i nasadę nosa.</p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Zawartość netto</b>: 2 ml</p><p>Kolor: Losowy kolor</p><p><b>100 g zawiera:</b></p><ul><li>mięta (72,8 g)</li><li>olejek paczulowy (10 g)</li><li>olejek eukaliptusowy (7 g)</li><li>kamfora (6 g)</li><li>olejek mentolowy (4,2 g)</li></ul><p><b>Przeciwwskazania</b>:&nbsp;nadwrażliwość, nietolerancja na składniki produktu. Tylko do użytku zewnętrznego.</p><p>Buteleczka wystarcza na 2-3 miesiące, w zależności od częstotliwości użytkowania.</p>

</div>
",
"{""contentId"":""4d170112-5af8-48f9-b5da-27804e8708ec"",""fieldId"":""product.name"",""sequencePath"":[]}","TEXT","catalog-product","Naturalna Herbata Matum Bail, Suszone Owoce Bael, 200g",
"{""contentId"":""4d170112-5af8-48f9-b5da-27804e8708ec"",""fieldId"":""product.description"",""sequencePath"":[]}","TEXT","catalog-product","
<div class=""item item-12"">

<h2>Naturalna Herbata Matum Bail – Suszone Owoce Bael 200g</h2><p>Herbata Matum Bail to tradycyjny tajski napój z suszonych owoców bael, znanych ze swoich właściwości zdrowotnych. Bogata w witaminy i antyoksydanty, wspomaga trawienie, wzmacnia układ odpornościowy i działa kojąco na żołądek.</p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p>Herbata Matum Bail to doskonały wybór dla osób dbających o zdrową dietę.</p><p><b>Zalety herbaty Matum Bail:</b></p><ul><li>Naturalny, bezkofeinowy napój</li><li>Wspiera układ trawienny</li><li>Wzmacnia odporność</li><li>Posiada działanie antyoksydacyjne</li><li>Łagodzi dolegliwości żołądkowe</li></ul>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Składniki i ich działanie:</b></p><ul><li><b>Suszone owoce bael</b> – bogate w witaminy A i C, wspierają odporność i trawienie.</li><li><b>Przeciwutleniacze</b> – pomagają w walce z wolnymi rodnikami i spowalniają procesy starzenia.</li><li><b>Błonnik</b> – wspiera perystaltykę jelit i poprawia trawienie.</li></ul>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Sposób przygotowania:</b></p><p>Zalać 1-2 plastry owoców bael gorącą wodą (około 90°C) i parzyć przez 5-7 minut. Można pić na ciepło lub na zimno.</p><p><b>Skład:</b> 100% suszone owoce bael.</p><p><b>Środki ostrożności:</b> Nie stosować w przypadku nadwrażliwości na składniki produktu.</p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Warunki przechowywania:</b></p><p>Przechowywać w suchym i chłodnym miejscu, z dala od wilgoci.</p><p><b>Waga:</b> 200g</p><p><b>Kraj pochodzenia:</b> Tajlandia</p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">
</div>
",
"{""contentId"":""a99548d2-8c69-49dd-baee-b67252d6f655"",""fieldId"":""product.name"",""sequencePath"":[]}","TEXT","catalog-product","Krem Namman Muay na bóle mięśniowo-stawowe, Maść Tajska, 100 g",
"{""contentId"":""a99548d2-8c69-49dd-baee-b67252d6f655"",""fieldId"":""product.description"",""sequencePath"":[]}","TEXT","catalog-product","
<div class=""item item-6"">
</div>
<div class=""item item-6"">

<h1>KREM TAJSKI NAMMAN MUAY 100 G</h1><p><b>Krem Namman Muay</b> - najczęściej używany krem w sportach walki. Znany we wszystkich federacjach. Używany przed wysiłkiem fizycznym pomaga rozgrzać mięśnie i stawy oraz przygotowuje ciało do wysiłku. Zastosowanie produktów Namman Muay po treningu pomaga zregenerować mięśnie, zmniejsza napięcie i łagodzi obrzęki i siniaki. Oddziałuje głęboko na całą okolicę bólu a zarazem bezpośrednio w jego źródle. Dzięki swym unikalnym właściwościom regeneracyjnym tajlandzkie olejki i kremy są bardzo popularne wśród bokserów i pasjonatów sztuk walki, oraz wśród osób potrzebujących szybko i skutecznie przygotować się do zawodów sportowych.</p><p>Ponadto produkty Naumman Muay łagodzą ból mięśni, stawów, ścięgien, eliminują opuchliznę i skrzepy krwi. Pomagają również przy problemach zdrowotnych towarzyszących starzeniu się, takimi jak&nbsp;artroza&nbsp;czy dolegliwości&nbsp;reumatyczne.</p><p>Wszystkie produkty marki Namman Muay są produkowane w&nbsp;Tajlandii&nbsp;z miejscowych składników pochodzenia&nbsp;naturalnego. Produkty te wyróżniają się charakterystycznym zapachem pomagającym łagodzić migreny i rozluźniać drogi oddechowe podczas kataru czy&nbsp;przeziębienia.</p><p><b>Sposób użycia:</b></p><p>Masować aż do wchłonięcia w skórę, stosować 3-4 razy dziennie. Używać przed i po ćwiczeniach fizycznych, by zapobiec i/lub załagodzić sztywności i bólom mięśni.</p><p>Produkt przeznaczony jest tylko do stosowania zewnętrznego. Wmasowywać w wyznaczonym miejscu, po użyciu dokładnie umyć ręce, unikać kontaktu z oczami, błonami śluzowymi i otwartymi ranami,&nbsp;po naniesieniu nie przykrywać.</p><p>Nie powinien być używany przez osoby z nadwrażliwością na zawarte składniki.</p><p>Nie jest polecany dla kobiet ciężarnych i karmiących piersią.</p><p><b>SKŁAD:&nbsp;</b>W 100 gramach kremu:</p><p>Woda, Salicylan metylu, Menthol, Polysorbate_20, Polysorbate_80, Eugenol, Triethanolamine, Carbomer_940.</p><h2>WAŻNA INFORMACJA</h2><p>Jesteśmy jedyny autoryzowanym przedstawicielem produktów Namman Muay w Polsce</p>

</div>


<div class=""item item-12"">
</div>
",
"{""contentId"":""930e63de-767c-4ef9-aa43-01f51d5f2aa4"",""fieldId"":""product.name"",""sequencePath"":[]}","TEXT","catalog-product","Antywiekowy Naturalny Lotion z Olejem Jojoba i Witaminą E Madame Heng, 30ml",
"{""contentId"":""930e63de-767c-4ef9-aa43-01f51d5f2aa4"",""fieldId"":""product.description"",""sequencePath"":[]}","TEXT","catalog-product","
<div class=""item item-12"">

<h2>Odkryj antywiejkowy Lotion Madame Heng - Skin for a vibrant complexion - Evening Primrose, Jojoba, Vitamin E - Drop Aging Lotion - Original Formula of Madame Heng</h2>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p>Drop Aging Lotion to innowacyjne serum przeciwstarzeniowe na bazie naturalnych olejków, opracowane według oryginalnej formuły Madame Heng. Głęboko nawilża, odżywia i regeneruje skórę, zwalcza oznaki starzenia i poprawia jej elastyczność.</p>
<p><b>Kluczowe składniki i ich właściwości:</b></p>
<p>✔ Olej z wiesiołka (Evening Primrose Oil) – zapobiega suchości, pękaniu i innym oznakom starzenia, sprawiając, że skóra staje się gładka i miękka.</p>
<p>✔ Olej jojoba (Jojoba Oil) – zawiera substancje, które naśladują kolagen, redukując zmarszczki i rozstępy, nadając skórze jędrność.</p>
<p>✔ Witamina E (Vitamin E) – silny przeciwutleniacz, rewitalizuje skórę, wspomaga jej regenerację i chroni przed czynnikami zewnętrznymi.</p>
<p><b></b></p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Korzyści ze stosowania:</b></p>
<p>Naturalny skład, wolny od szkodliwych substancji chemicznych</p>
<p>Głębokie nawilżenie i odżywienie skóry</p>
<p>� Redukcja zmarszczek i rozstępów</p>
<p>✨ Poprawa elastyczności i jędrności skóry</p>
<p>Świeży i naturalny zapach</p>
<p><b></b></p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Sposób użycia:</b></p>
<ol>
<li>Nanieś niewielką ilość serum na obszar ze zmarszczkami lub dowolną część twarzy i ciała.</li>
<li>Delikatnie masuj, aż produkt się wchłonie.</li>
<li>Stosuj rano i wieczorem dla uzyskania najlepszego efektu.</li>
</ol>
<p><b>Historia marki Madame Heng</b></p>
<p>Madame Heng to kultowa marka kosmetyków naturalnych, istniejąca od 1949 roku. Historia firmy zaczęła się od małego, rodzinnego biznesu założonego przez Mrs. Heng Su Kung, która tworzyła unikalne mydła na bazie naturalnych składników.</p>
<p>Z czasem marka rozszerzyła swoją ofertę, a jej produkty, w tym legendarny produkt ""THE BELLGINGER SOAP"", zdobyły popularność w całym kraju.</p>
<p>Dziś Madame Heng to synonim naturalności, skuteczności i tradycyjnej jakości, przekazywanej z pokolenia na pokolenie.</p>
<p><b></b></p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Informacje dodatkowe:</b></p><ul><li>Kraj produkcji: Tajlandia</li><li>Opakowanie: Szklana butelka w kartonowym pudełku + pipeta w kartonowej osłonie</li><li>Pojemność: 30 ml</li><li>Ilość: 1 butelka + 1 pipeta</li></ul><p><b>Przeciwwskazania:</b></p><p>Nie stosować w przypadku nadwrażliwości na którykolwiek ze składników.</p><p>Unikać kontaktu z oczami.</p><p> Nie nakładać na uszkodzoną lub podrażnioną skórę.</p><p>? Przed pierwszym użyciem zaleca się wykonanie testu alergicznego.</p><p>Drop Aging Lotion to idealne rozwiązanie dla osób, które chcą utrzymać młody wygląd skóry, zredukować zmarszczki i zapewnić intensywne nawilżenie.</p>

</div>
",
"{""contentId"":""9c5220bd-860a-4cdc-b29c-dc2b75694da5"",""fieldId"":""product.name"",""sequencePath"":[]}","TEXT","catalog-product","Chłodzący puder-talk do ciała Snake Brand Prickly Heat Klasyczny, 50g",
"{""contentId"":""9c5220bd-860a-4cdc-b29c-dc2b75694da5"",""fieldId"":""product.description"",""sequencePath"":[]}","TEXT","catalog-product","
<div class=""item item-12"">

<h1>Puder Chłodzący Snake Brand Prickly Heat – Klasyczna Formuła 50g</h1><p>Puder chłodzący Snake Brand Prickly Heat to tradycyjny tajski kosmetyk, który skutecznie łagodzi podrażnienia skóry, odświeża i zapobiega nadmiernemu poceniu się. Idealny na upalne dni, pomaga redukować swędzenie i uczucie dyskomfortu.</p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p>Puder chłodzący Snake Brand Prickly Heat to must-have na lato!</p><p><b>Zalety produktu:</b></p><ul><li>Skutecznie chłodzi i odświeża skórę</li><li>Łagodzi podrażnienia i swędzenie</li><li>Zapobiega nadmiernemu poceniu się</li><li>Idealny do codziennego stosowania</li><li>Odpowiedni dla skóry wrażliwej</li></ul>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Kluczowe składniki i ich działanie:</b></p><ul><li><b>Mentol</b>&nbsp;– zapewnia natychmiastowe uczucie chłodu.</li><li><b>Talk</b>&nbsp;– absorbuje nadmiar wilgoci, pozostawiając skórę suchą i świeżą.</li><li><b>Olejek eukaliptusowy</b>&nbsp;– działa kojąco i odświeżająco.</li><li><b>Kamfora</b>&nbsp;– pomaga łagodzić swędzenie i podrażnienia skóry.</li></ul>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Sposób użycia:</b></p><p>Nanieść niewielką ilość pudru na czystą i suchą skórę. Można stosować kilka razy dziennie w zależności od potrzeb.</p><p><b>Skład:</b>&nbsp;Mentol, talk, olejek eukaliptusowy, kamfora, inne naturalne składniki.</p><p><b>Środki ostrożności:</b>&nbsp;Unikać kontaktu z oczami i błonami śluzowymi. Nie stosować na otwarte rany.</p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Warunki przechowywania:</b></p><p>Przechowywać w temperaturze pokojowej, w suchym miejscu, z dala od wilgoci.</p><p><b>Waga:</b>&nbsp;50g</p><p><b>Kraj pochodzenia:</b>&nbsp;Tajlandia</p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">
</div>
",
"{""contentId"":""37a8194b-736c-43d2-b409-0971de5cbd9d"",""fieldId"":""menu"",""sequencePath"":[]}","TEXT","document.api.MenuService.Menu","<?xml version='1.1' encoding='UTF-8'?><menu><items/></menu>",
"{""contentId"":""9fabe806-9870-41c2-97e0-c85168274ec6"",""fieldId"":""product.name"",""sequencePath"":[]}","TEXT","catalog-product","Tajski naturalny Centella Cream na rany, blizny, rozstępy i oparzenia, 10g",
"{""contentId"":""9fabe806-9870-41c2-97e0-c85168274ec6"",""fieldId"":""product.description"",""sequencePath"":[]}","TEXT","catalog-product","
<div class=""item item-12"">

<p><b>ORYGINALNY Tajski krem z wąkrotką azjatycką (Gotu Kola) – 10 g I Abhaibhubejhr Centella Asiatica Cream 10 g</b></p><p>Niezastąpiony środek z Tajlandii na bazie rośliny Centella Asiatica (Gotu Kola), od renomowanego producenta Abhaibhubejhr.</p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p>Krem działa regenerująco, przeciwzapalnie i antybakteryjnie. <b>Pomaga przy:</b></p><ul><li>gojeniu ran i oparzeń,</li><li>usuwaniu blizn i śladów po trądziku,</li><li>łagodzeniu infekcji skórnych,</li><li>redukcji przebarwień i rozstępów.</li></ul><p><b>Dlaczego warto?</b></p><p>✅ Szybko wspomaga gojenie się skóry – nawet w ciągu kilku godzin.</p><p>✅ Zmniejsza stany zapalne i obrzęki.</p><p>✅ Przyspiesza regenerację komórek i stymuluje produkcję kolagenu (nawet o 30%).</p><p>✅ Poprawia mikrokrążenie i koloryt skóry.</p><p>✅ Całkowicie naturalny, bezpieczny i dobrze tolerowany.</p><p>✅ Stosowany w medycynie ajurwedyjskiej od ponad 3000 lat.</p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p>W Tajlandii krem z centellą jest popularnym środkiem pierwszej pomocy, zawsze obecnym w domowej apteczce.</p><p><b>Sposób użycia:</b></p><p>Nakładać cienką warstwę kremu na problematyczny obszar skóry 1–2 razy dziennie. Można stosować na drobne rany, blizny pooperacyjne, oparzenia, rozstępy i przebarwienia.</p><p><b>Skład:</b></p><p>✔️ 7% ekstrakt z wąkroty azjatyckiej (Centella Asiatica)</p><p>Pojemność: 10 g</p><p>Producent: <b>ORYGINALNY </b>Abhaibhubejhr, Tajlandia</p><p><b>Przeciwwskazania:</b></p><p>Brak działań niepożądanych. Produkt może być stosowany przez wszystkich, z wyjątkiem osób z indywidualną nietolerancją na składnik roślinny.</p>

</div>
",
"{""contentId"":""60624325-0f4e-48d5-a6f1-26796064c4bc"",""fieldId"":""product.name"",""sequencePath"":[]}","TEXT","catalog-product","Tajski ORYGINALNY Ziołowy Inhalator na Ból Głowy, POY SIAN BALM OIL, 8ml",
"{""contentId"":""60624325-0f4e-48d5-a6f1-26796064c4bc"",""fieldId"":""product.description"",""sequencePath"":[]}","TEXT","catalog-product","
<div class=""item item-12"">

<h2>Mini balsam Naturalny ORYGINALNY z Tajlandii PIM Saen Balm Oil POY-SIAN</h2> <p>Z naturalnymi olejkami – na katar, ból głowyn, zatkany nos, mdłości i chorobę lokomocyjną, 8ml</p>

</div>


<div class=""item item-12"">

<p>Odkryj orzeźwiającą moc tajskich ziół z Inhalatorem PIM Saen Balm Oil POY-SIAN.</p> <p>Skuteczny naturalny preparat w mini formacie, idealny do noszenia przy sobie – zmieści się nawet w najmniejszej torebce! PIM Saen Balm Oil to jeden z najmocniejszych produktów z linii Poy-Sian, znany ze swojego natychmiastowego działania.</p> <p><b>✅ Działanie:</b></p> <ul> <li>Szybko przynosi ulgę przy katarze i zatkanym nosie</li> <li>Pomaga przy zawrotach głowy i mdłościach</li> <li>Łagodzi objawy choroby lokomocyjnej i morskiej</li> <li>Działa orzeźwiająco i odświeżająco</li> <li>Pomaga przy bólach głowy i ogólnym złym samopoczuciu</li> </ul> <p><b>✅ Skład:</b></p> <ul> <li>Mentol (menthol oil) – 67,41%</li> <li>Borneol – 30,34%</li> <li>Kamfora (camphor) – 2,25%</li> </ul> <p>100% naturalnych składników – bez dodatków chemicznych.</p> <p><b>✅ Sposób użycia:</b></p> <ol> <li>Otwórz opakowanie i wyjmij wacik nasączony balsamem.</li> <li>Delikatnie potrzyj nim skronie lub powąchaj w celu szybkiego efektu.</li> <li>Po użyciu włóż wacik z powrotem do pojemnika i szczelnie zamknij.</li> <li>Umyj dokładnie ręce wodą z mydłem.</li> </ol> <p>❗ Nie stosować na błony śluzowe ani otwarte rany.</p> <p>❗ Przechowywać w suchym i chłodnym miejscu, z dala od dzieci.</p> <p><b>✅ Forma:</b></p> <ul> <li>Inhalator z plastiku z nasączonym wacikiem</li> <li>Pojemność: 8 ml</li> <li>Kraj pochodzenia: Tajlandia</li> </ul>

</div>


<div class=""item item-12"">
</div>
",
"{""contentId"":""066e4a1f-67e0-4419-91d0-7aaf02200314"",""fieldId"":""product.name"",""sequencePath"":[]}","TEXT","catalog-product","Tajski Naturalny żel myjący Anti-Acne z prebiotykiem CURA-MD, 100ml",
