"ID (do not edit)","Content type","Element type","Source language (PL)","Target language (DE)"
"{""contentId"":""fa6eff87-6a0c-450b-8028-b6e29f522103"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<h1 class=""font_0"">POLITYKA PLIK&Oacute;W COOKIE SKLEPU INTERNETOWEGO TAILWHIP.STORE</h1>","<h1 class=""font_0"">TAILWHIP.STORE COOKIE-RICHTLINIE</h1>"
"{""contentId"":""1e5a8aca-8497-443e-bad1-31471ad93192"",""fieldId"":""product.name"",""sequencePath"":[]}","TEXT","catalog-product","Fingerboard TAILWHIP Hustler Rain Pro Finger, Mini Deskorolka na Palce",
"{""contentId"":""1e5a8aca-8497-443e-bad1-31471ad93192"",""fieldId"":""product.description"",""sequencePath"":[]}","TEXT","catalog-product","<div class=""item item-6""></div><div class=""item item-6""><p><b>Fingerboard TAILWHIP</b>®️<b> Mini Deskorolka Drewniana Pro Deck + Akcesoria</b></p><p>Odkryj najwyższą jakość i precyzję z Fingerboardem TAILWHIP®️! Wykonany z 5-warstwowego kanadyjskiego klonu, ten mini fingerboard zapewnia wyjątkową trwałość i komfort jazdy. Dzięki wysokiej klasy kołom z łożyskami oraz piankowemu grip tape'owi, masz pełną kontrolę podczas trików.</p><p><b>Dlaczego warto wybrać Fingerboard TAILWHIP?</b></p><p>✅&nbsp;Materiał Premium&nbsp;– solidna konstrukcja z kanadyjskiego klonu</p><p>✅&nbsp;Dla Profesjonalistów i Początkujących&nbsp;– idealny do nauki trików i rozwijania umiejętności</p><p>✅ Antystresowa Zabawka – idealna na prezent dla dzieci i dorosłych</p><p>✅&nbsp;Stylowy Design&nbsp;– drewniane wykończenie z grafiką UV</p><p><b>▶️https://www.youtube.com/shorts/7zvi6bUrD6E</b></p></div><div class=""item item-6""></div><div class=""item item-6""><p>Użyj dołączonej naklejki i narzędzia do deskorolki, aby dostosować swoje fingerboardy jak profesjonaliści. Jeździj i szlifuj swoje nowe mini deskorolki do palców z TAIL WHIP®️ od prawdziwych skaterów! Mini deskorolki TAILWHIP będą idealnym prezentem dla chłopców/dziewcząt w wieku od 6 lat. Wiek nieograniczony. Zabawka antystresowa</p><p><b>Specyfikacja</b>:</p><ul><li>Wymiary deski: 100 x 34 mm</li><li>Wymiary opakowania: 16.5 x 18.5 x 3 cm</li><li>Materiał: 5-warstwowy kanadyjski klon, metal, guma</li></ul><p><b>W zestawie</b>:</p><ul><li>piankowy griptape</li><li>narzędzie do montażu</li><li>naklejka</li></ul><p><b>▶️https://www.youtube.com/shorts/7zvi6bUrD6E</b></p></div><div class=""item item-6""></div><div class=""item item-6""><p>Kup teraz i wykonaj swoje pierwsze triki z Fingerboardem TAILWHIP®️!</p><p>✏️Idealny prezent dla dzieci od 6 lat i dorosłych, którzy kochają skateboarding.</p><p><b>▶️https://www.youtube.com/shorts/7zvi6bUrD6E</b></p></div><div class=""item item-6""></div><div class=""item item-6""><p><b>Dlaczego warto zaufać TAILWHIP®️?</b></p><ul><li>Certyfikowana jakość&nbsp;– wszystkie nasze produkty spełniają wymagania bezpieczeństwa, a informacje o jakości znajdziesz na opakowaniu.</li><li>Kreatywna społeczność&nbsp;– baw się, rozwijaj umiejętności i twórz niezapomniane chwile z TAILWHIP<b>®️</b></li></ul><p><b>▶️https://www.youtube.com/shorts/7zvi6bUrD6E</b></p></div><div class=""item item-6""></div><div class=""item item-6""><p><b>Koniec z nudą przy ekranach: Nasze produkty zachęcają do aktywnej zabawy i odkrywania świata trików – bez smartfonów i gadżetów.</b></p><p><b>Zabawki TAILWHIP®️- to doskonały prezent dla dzieci, zabawka motoryczna wspierająca rozwijanie zdolności motorycznych, a także świetne uzupełnienie wystawy sklepowej lub dekoracji w kawiarni.</b></p><p><b>▶️https://www.youtube.com/shorts/7zvi6bUrD6E</b></p></div><div class=""item item-12""></div><div class=""item item-12""></div><div class=""item item-12""></div>",
"{""contentId"":""88fe5efc-c60f-4260-bef1-859b73cfa0a4"",""fieldId"":""menu"",""sequencePath"":[]}","TEXT","document.api.MenuService.Menu","<?xml version='1.1' encoding='UTF-8'?><menu><items/></menu>","<?xml version='1.1' encoding='UTF-8'?><menu><items/></menu>"
"{""contentId"":""1123d90f-cb8b-49ce-b581-aa7f5d1a1ccb"",""fieldId"":""compFeatures.imageX.data.image.uri"",""sequencePath"":[]}","TEXT","wixui.ImageX","9458d9_a3bef6c9d7664b92b13030220ffc4e45~mv2.jpeg",
"{""contentId"":""1123d90f-cb8b-49ce-b581-aa7f5d1a1ccb"",""fieldId"":""compFeatures.imageX.data.image.alt"",""sequencePath"":[]}","TEXT","wixui.ImageX","finger bikes tailwhip",
"{""contentId"":""ab9848b2-0069-40a6-b4f7-c79ee717574e"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<h1 class=""font_0"">REGULAMIN ZWROT&Oacute;W I REFUNDACJI W SKLEPIE INTERNETOWYM TAILWHIP.STORE</h1>","<h1 class=""font_0"">TAILWHIP.STORE R&Uuml;CKGABE- UND ERSTATTUNGSBEDINGUNGEN</h1>"
"{""contentId"":""eb4f00ed-2ed8-40fd-a86b-d7fe105adb1e"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_8"">Fursoller sp. z o.o.</p>

<p class=""font_8""><span>ul. Domaniewska 47/10</span></p>

<p class=""font_8""><span>02-672 Warszawa</span></p>

<p class=""font_8""><span>info@fursoller.com</span></p>","<p class=""font_8"">Fursoller sp. z o.o.</p>

<p class=""font_8""><span>ul. Domaniewska 47/10</span></p>

<p class=""font_8""><span>02-672 Warszawa</span></p>

<p class=""font_8""><span>info@fursoller.com</span></p>"
"{""contentId"":""eebea73a-aca5-4640-b5e9-2e470bb14f54"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_8""><span>Regulamin zwrot&oacute;w i refundacji w sklepie internetowym tailwhip.store</span></p>

<p class=""font_8""><span><span class=""wixGuard"">​</span></span></p>

<p class=""font_8""><span>Niniejszy regulamin określa zasady dokonywania zwrot&oacute;w towar&oacute;w oraz refundacji środk&oacute;w w sklepie internetowym tailwhip.store, prowadzonym przez Fursoller sp. z o.o., z siedzibą w Warszawie.</span></p>

<p class=""font_8""><span><span class=""wixGuard"">​</span></span></p>

<p class=""font_8""><span>I. Prawo odstąpienia od umowy</span></p>

<ol class=""font_8"" style=""text-align:left"">
	<li>
	<p class=""font_8""><span>Zgodnie z Ustawą z dnia 30 maja 2014r. o prawach konsumenta (Dz.U.2014.827), Klient będący konsumentem lub przedsiębiorcą na prawach konsumenta ma prawo odstąpić od zawartej umowy sprzedaży bez podania przyczyny w terminie 14 dni od daty wejścia w posiadanie towaru.</span></p>
	</li>
	<li>
	<p class=""font_8""><span>Aby skorzystać z prawa odstąpienia od umowy, Klient powinien poinformować Sklep o swojej decyzji w drodze jednoznacznego oświadczenia (np. pismo wysłane pocztą, faksem lub pocztą elektroniczną).</span></p>
	</li>
	<li>
	<p class=""font_8""><span>Klient może skorzystać z wzoru formularza odstąpienia od umowy, jednak nie jest to obowiązkowe.</span></p>
	</li>
	<li>
	<p class=""font_8""><span>Klient ponosi bezpośrednie koszty zwrotu towaru.</span></p>
	</li>
</ol>

<p class=""font_8""><span>II. Zwrot towaru</span></p>

<ol class=""font_8"" style=""text-align:left"">
	<li>
	<p class=""font_8""><span>Klient odpowiada tylko za zmniejszenie wartości towaru wynikające z korzystania z niego w spos&oacute;b inny niż było to konieczne do stwierdzenia charakteru, cech i funkcjonowania rzeczy.</span></p>
	</li>
	<li>
	<p class=""font_8""><span>Towar powinien być zwr&oacute;cony w niezmienionym stanie wraz z kompletnym wyposażeniem i akcesoriami wydanymi przy jego sprzedaży.</span></p>
	</li>
	<li>
	<p class=""font_8""><span>Sklep nie przyjmuje przesyłek odesłanych za pobraniem.</span></p>
	</li>
</ol>

<p class=""font_8""><span>III. Refundacja środk&oacute;w</span></p>

<ol class=""font_8"" style=""text-align:left"">
	<li>
	<p class=""font_8""><span>W przypadku odstąpienia od umowy Sklep zwraca Klientowi wszystkie otrzymane płatności, w tym koszty dostarczenia towaru (z wyjątkiem dodatkowych koszt&oacute;w wynikających z wybranego przez Klienta sposobu dostarczenia innego niż najtańszy zwykły spos&oacute;b dostarczenia oferowany przez Sklep), niezwłocznie, nie p&oacute;źniej niż 14 dni od dnia otrzymania oświadczenia o odstąpieniu od umowy.</span></p>
	</li>
	<li>
	<p class=""font_8""><span>Sklep dokonuje zwrotu płatności przy użyciu takiego samego sposobu płatności, jakiego użył Klient, chyba że Klient wyraźnie zgodził się na inny spos&oacute;b zwrotu, kt&oacute;ry nie wiąże się dla niego z żadnymi kosztami. W przypadku płatności &quot;got&oacute;wka przy odbiorze&quot; zwrot zostanie dokonany na podany przez Klienta numer konta bankowego.</span></p>
	</li>
	<li>
	<p class=""font_8""><span>Sklep może wstrzymać się ze zwrotem płatności do czasu otrzymania towaru lub do czasu dostarczenia dowodu jego odesłania, w zależności od tego, kt&oacute;re zdarzenie nastąpi wcześniej.</span></p>
	</li>
</ol>

<p class=""font_8""><span>IV. Wyłączenia Prawo odstąpienia od umowy nie przysługuje Klientowi w przypadkach wymienionych w art. 38 ustawy o prawach konsumenta, m.in. w odniesieniu do um&oacute;w: a) w kt&oacute;rych przedmiotem świadczenia jest rzecz nieprefabrykowana, wyprodukowana według specyfikacji konsumenta lub służąca zaspokojeniu jego zindywidualizowanych potrzeb; b) w kt&oacute;rych przedmiotem świadczenia jest rzecz ulegająca szybkiemu zepsuciu lub mająca kr&oacute;tki termin przydatności do użycia; c) w kt&oacute;rych przedmiotem świadczenia jest rzecz dostarczana w zapieczętowanym opakowaniu, kt&oacute;rej po otwarciu opakowania nie można zwr&oacute;cić ze względu na ochronę zdrowia lub ze względ&oacute;w higienicznych, jeżeli opakowanie zostało otwarte po dostarczeniu; d) w kt&oacute;rych przedmiotem świadczenia są nagrania dźwiękowe lub wizualne albo programy komputerowe dostarczane w zapieczętowanym opakowaniu, jeżeli opakowanie zostało otwarte po dostarczeniu.</span></p>

<p class=""font_8""><span>V. Postanowienia końcowe</span></p>

<ol class=""font_8"" style=""text-align:left"">
	<li>
	<p class=""font_8""><span>W sprawach nieuregulowanych w niniejszym Regulaminie zastosowanie mają odpowiednie przepisy ustawy o prawach konsumenta oraz Kodeksu cywilnego.</span></p>
	</li>
	<li>
	<p class=""font_8""><span>Regulamin wchodzi w życie z dniem opublikowania na stronie internetowej sklepu tailwhip.store.</span></p>
	</li>
</ol>","<p class=""font_8"">Bedingungen f&uuml;r R&uuml;ckgabe und R&uuml;ckerstattung bei tailwhip.store</p>

<p class=""font_8"">&nbsp;</p>

<p class=""font_8"">Die vorliegenden Bestimmungen regeln die R&uuml;ckgabe von Waren und die R&uuml;ckerstattung des Kaufpreises im Online-Shop tailwhip.store, der von der Firma Fursoller sp. z o.o. mit Sitz in Warschau betrieben wird.</p>

<p class=""font_8"">&nbsp;</p>

<p class=""font_8"">I. Recht auf Widerruf</p>

<p class=""font_8"">Gem&auml;&szlig; dem Gesetz vom 30. Mai 2014 &uuml;ber die Verbraucherrechte (Gesetzblatt 2014.827) hat der Kunde, der Verbraucher oder Unternehmer mit Verbraucherrechten ist, das Recht, innerhalb von 14 Tagen ab dem Tag der &Uuml;bernahme der Ware ohne Angabe von Gr&uuml;nden vom abgeschlossenen Kaufvertrag zur&uuml;ckzutreten.</p>

<p class=""font_8"">Um das Widerrufsrecht auszu&uuml;ben, muss der Kunde das Gesch&auml;ft mittels einer eindeutigen Erkl&auml;rung (z. B. ein mit der Post versandter Brief, Fax oder E-Mail) &uuml;ber seinen Entschluss informieren.</p>

<p class=""font_8"">Der Kunde kann das Muster-Widerrufsformular verwenden, das jedoch nicht vorgeschrieben ist.</p>

<p class=""font_8"">Der Kunde hat die unmittelbaren Kosten der R&uuml;cksendung der Waren zu tragen.</p>

<p class=""font_8"">II. R&uuml;cksendung von Waren</p>

<p class=""font_8"">Der Kunde muss f&uuml;r einen etwaigen Wertverlust der Waren nur aufkommen, wenn dieser Wertverlust auf einen zur Pr&uuml;fung der Beschaffenheit, Eigenschaften und Funktionsweise der Waren nicht notwendigen Umgang mit ihnen zur&uuml;ckzuf&uuml;hren ist.</p>

<p class=""font_8"">Die Ware ist in unver&auml;ndertem Zustand zusammen mit der kompletten Ausr&uuml;stung und dem Zubeh&ouml;r, das beim Verkauf ausgegeben wurde, zur&uuml;ckzusenden.</p>

<p class=""font_8"">Das Gesch&auml;ft nimmt keine Pakete an, die per Nachnahme zur&uuml;ckgeschickt werden.</p>

<p class=""font_8"">III. R&uuml;ckerstattung</p>

<p class=""font_8"">Im Falle eines R&uuml;cktritts vom Vertrag erstattet der Shop dem Kunden alle erhaltenen Zahlungen, einschlie&szlig;lich der Kosten f&uuml;r die Lieferung der Ware (mit Ausnahme der zus&auml;tzlichen Kosten, die sich aus der vom Kunden gew&auml;hlten anderen Art der Lieferung als der vom Shop angebotenen g&uuml;nstigsten gew&ouml;hnlichen Lieferung ergeben), unverz&uuml;glich und sp&auml;testens binnen 14 Tagen ab dem Tag des Eingangs der R&uuml;cktrittserkl&auml;rung.</p>

<p class=""font_8"">Der Shop wird die Zahlung unter Verwendung desselben Zahlungsmittels, das der Kunde verwendet hat, zur&uuml;ckerstatten, es sei denn, der Kunde hat ausdr&uuml;cklich einer anderen Art der R&uuml;ckerstattung zugestimmt, die keine Kosten f&uuml;r den Kunden mit sich bringt. Bei Zahlungen per Nachnahme&ldquo; erfolgt die R&uuml;ckerstattung auf die vom Kunden angegebene Bankverbindung.</p>

<p class=""font_8"">Der Shop kann die R&uuml;ckzahlung verweigern, bis er die Waren wieder zur&uuml;ckerhalten hat oder bis er den Nachweis der R&uuml;cksendung erbracht hat, je nachdem, welches der fr&uuml;here Zeitpunkt ist.</p>

<p class=""font_8"">IV. Ausschl&uuml;sse Der Kunde hat kein R&uuml;cktrittsrecht in den in Artikel 38 des Gesetzes &uuml;ber die Rechte der Verbraucher aufgef&uuml;hrten F&auml;llen, unter anderem. in Bezug auf Vertr&auml;ge: (a) bei denen es sich bei dem Leistungsgegenstand um eine nicht vorgefertigte Sache handelt, die nach Kundenspezifikation angefertigt wurde oder der Befriedigung individueller Bed&uuml;rfnisse des Verbrauchers dient; b) bei denen es sich bei dem Leistungsgegenstand um eine verderbliche oder kurzlebige Sache handelt; c) bei denen der Gegenstand der Leistung ein Gegenstand ist, der in einer versiegelten Verpackung geliefert wird, die nach dem &Ouml;ffnen der Verpackung aus gesundheitlichen oder hygienischen Gr&uuml;nden nicht zur&uuml;ckgegeben werden kann, wenn die Verpackung nach der Lieferung ge&ouml;ffnet wurde; d) bei denen der Gegenstand der Leistung Ton- oder Bildaufnahmen oder Computerprogramme sind, die in einer versiegelten Verpackung geliefert werden, wenn die Verpackung nach der Lieferung ge&ouml;ffnet wurde.</p>

<p class=""font_8"">V. Schlussbestimmungen</p>

<p class=""font_8"">In Angelegenheiten, die in diesen Bedingungen nicht geregelt sind, finden die einschl&auml;gigen Bestimmungen des Gesetzes &uuml;ber die Rechte der Verbraucher und des B&uuml;rgerlichen Gesetzbuches Anwendung.</p>

<p class=""font_8"">Die Bestimmungen treten mit dem Datum ihrer Ver&ouml;ffentlichung auf der Website tailwhip.store in Kraft.</p>"
"{""contentId"":""ded0ce8b-b0c4-4276-ba07-e21feec402a7"",""fieldId"":""collection.name"",""sequencePath"":[]}","TEXT","collection","Previous_handleId",
"{""contentId"":""f93ab6dc-23c8-4bc8-8652-000b234a9742"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<h2 class=""font_2""><span>Jakość</span></h2>",
"{""contentId"":""aa5fea31-016f-4566-92b5-111d323957b0"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<h3 class=""font_3""><span>TAILWHIP</span></h3>",
"{""contentId"":""a8252f0d-f339-4307-a9f5-5d2a5965a5ef"",""fieldId"":""product.name"",""sequencePath"":[]}","TEXT","catalog-product","Zestaw Ochraniaczy do Skateboardu i Roweru TAILWHIP, czarny, rozmiar S",
"{""contentId"":""a8252f0d-f339-4307-a9f5-5d2a5965a5ef"",""fieldId"":""product.description"",""sequencePath"":[]}","TEXT","catalog-product","<div class=""item item-12""><h1>Zestaw Ochraniaczy do Skateboardu i Roweru TAILWHIP</h1></div><div class=""item item-6""></div><div class=""item item-6""><p>Ochraniacze na łokcie i kolana pochłaniają energię uderzenia podczas upadku. Nakładki stabilizujące w strefach łokci i kolan chronią przed nadmiernym rozciąganiem podczas aktywnego ruchu i uderzeń</p><p><b>Zestaw ochronny zawiera:</b></p><ul><li>nakolanniki - 2 szt.</li><li>nakolotniki - 2 szt.</li><li>ochraniacze na nadgarstki - 2 szt.</li></ul></div><div class=""item item-6""></div><div class=""item item-6""><p><b>Rozmiar:</b></p><ul><li><b>S (&lt;40 kg):</b><p>Nakolanniki: S (35 cm)</p><p>Nakolotniki: S (32 cm)</p><p>Ochraniacze na nadgarstki: S (26,5 cm)</p><p><b>W przypadku wątpliwości co do wyboru rozmiaru, zawsze wybieraj większy, ponieważ ochrona często zakłada się na odzież.</b></p></li></ul></div><div class=""item item-6""></div><div class=""item item-6""></div><div class=""item item-12""></div>",
"{""contentId"":""f56f8ebf-5d0d-42d2-8f8f-817f2b832c79"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<h3 class=""font_3""><span><a dataquery=""LINK_03"">Polityka prywatności</a> / <a dataquery=""LINK_3"">Regulamin sklepu internetowego</a>&nbsp; /&nbsp;<a dataquery=""LINK_1"">Polityka zwrot&oacute;w i refundacj</a> /&nbsp;<a dataquery=""LINK_2"">Polityka plik&oacute;w cookie</a></span></h3>",
"{""contentId"":""f70a42f9-c763-4380-b2b2-d707a5215a8d"",""fieldId"":""com.wixpress.locations.Location.name"",""sequencePath"":[]}","TEXT","com.wixpress.locations.Location","Polska",
"{""contentId"":""cc2788f3-a13b-48c5-be08-f5149d503200"",""fieldId"":""product.name"",""sequencePath"":[]}","TEXT","catalog-product","Fingerboard Buty TAILWHIP, Finger Sneakers Pikachiu, Akcesoria dla Dzieci",
"{""contentId"":""cc2788f3-a13b-48c5-be08-f5149d503200"",""fieldId"":""product.description"",""sequencePath"":[]}","TEXT","catalog-product","
<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Finger Sneakers TAILWHIP Pikachiu</b></p><p>Zostały stworzone przez młodą i popularną markę <b>TAILWHIP</b>.</p><p>Odkryj najnowszą atrakcję dla miłośników fingerboard i nie tylko - Mini Buty na Palce! Te niezwykle realistyczne mini sneakersy są doskonałym dodatkiem do Twojej kolekcji fingerboard, czy jako oryginalny breloczek. Wykonane z najwyższej jakości materiałów, te miniaturowe buty zachwycają szczegółowością i autentycznością.</p><p>⭐ <b>Realistyczny Design:</b> Odtworzone z niezwykłą precyzją, te mini sneakersy wyglądają jak ich pełnowymiarowe odpowiedniki. Idealne dla fanów streetwearu i sneakerheadów.</p><p>⭐<b>Wielofunkcyjność</b>: Świetnie sprawdzą się jako urocze buty dla lalek, akcesoria do fingerboard, a nawet jako breloczki po dodaniu łańcuszka.</p><p>⭐<b>Przenośne i Bezpieczne</b>: Ich niewielki rozmiar umożliwia łatwe przenoszenie. Możesz zabrać je wszędzie, dodając stylu swojej torbie sportowej, plecaku czy kluczom.</p><p>⭐<b>Idealne na Prezent</b>: Czy to dla kolekcjonera sneakerów, miłośnika miniatur, czy jako edukacyjna zabawka dla dzieci, te mini buty to doskonały wybór na każdą okazję</p><p>⭐<b>Zestaw</b>: Każdy zestaw zawiera parę miniaturowych butów ze sznurówkami, które można regulować dla lepszego dopasowania.</p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p>Ze względu na ich miniaturowy rozmiar, buty są precyzyjnie wykonane, co oznacza, że są tak unikatowe jak prawdziwe sneakersy.</p><p>Finger Buty na Palce TAILWHIP to idealny prezent w ładnie wyglądającym opakowaniu detalicznym.</p><ul><li>zestaw przeznaczony&nbsp;<b>dla dzieci od 6 roku życia</b></li><li>wymiary buta:&nbsp; 3 x 1.5 cm</li></ul>

</div>
",
"{""contentId"":""615e83b4-0904-4763-bf30-8ff2e4d7118e"",""fieldId"":""compFeatures.siteButton.data.label"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.SiteButton"," Kupuję!"," Ich zahle!"
"{""contentId"":""edc22979-f128-4751-b1e9-b3f9895db2f0"",""fieldId"":""product.name"",""sequencePath"":[]}","TEXT","catalog-product","Fingerboard Buty TAILWHIP, Finger Sneakers AnimeShock, Akcesoria dla Dzieci",
"{""contentId"":""edc22979-f128-4751-b1e9-b3f9895db2f0"",""fieldId"":""product.description"",""sequencePath"":[]}","TEXT","catalog-product","
<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p><b>Finger Sneakers TAILWHIP Anime Shock</b></p><p>Zostały stworzone przez młodą i popularną markę <b>TAILWHIP</b>.</p><p>Odkryj najnowszą atrakcję dla miłośników fingerboard i nie tylko - Mini Buty na Palce! Te niezwykle realistyczne mini sneakersy są doskonałym dodatkiem do Twojej kolekcji fingerboard, czy jako oryginalny breloczek. Wykonane z najwyższej jakości materiałów, te miniaturowe buty zachwycają szczegółowością i autentycznością.</p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p>⭐ <b>Realistyczny Design:</b> Odtworzone z niezwykłą precyzją, te mini sneakersy wyglądają jak ich pełnowymiarowe odpowiedniki. Idealne dla fanów streetwearu i sneakerheadów.</p><p>⭐<b>Wielofunkcyjność</b>: Świetnie sprawdzą się jako urocze buty dla lalek, akcesoria do fingerboard, a nawet jako breloczki po dodaniu łańcuszka.</p><p>⭐<b>Przenośne i Bezpieczne</b>: Ich niewielki rozmiar umożliwia łatwe przenoszenie. Możesz zabrać je wszędzie, dodając stylu swojej torbie sportowej, plecaku czy kluczom.</p><p>⭐<b>Idealne na Prezent</b>: Czy to dla kolekcjonera sneakerów, miłośnika miniatur, czy jako edukacyjna zabawka dla dzieci, te mini buty to doskonały wybór na każdą okazję</p><p>⭐<b>Zestaw</b>: Każdy zestaw zawiera parę miniaturowych butów ze sznurówkami, które można regulować dla lepszego dopasowania.</p>

</div>


<div class=""item item-6"">
</div>
<div class=""item item-6"">

<p>Ze względu na ich miniaturowy rozmiar, buty są precyzyjnie wykonane, co oznacza, że są tak unikatowe jak prawdziwe sneakersy.</p><p>Finger Buty na Palce TAILWHIP to idealny prezent w ładnie wyglądającym opakowaniu detalicznym.</p><ul><li>zestaw przeznaczony&nbsp;<b>dla dzieci od 6 roku życia</b></li><li>wymiary buta:&nbsp; 3 x 1.5 cm</li></ul>

</div>
",
"{""contentId"":""9ea31e73-cb5c-45a4-8b97-db52bf8d4ea7"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<h3 class=""font_3""><span>&quot;Małe przedmioty, wielkie pasje&quot; to idea przyświecająca entuzjastom miniaturowych sport&oacute;w, kt&oacute;rzy od 2020 roku dzielą się radością z finger skateboards, finger BMX bikes i finger scooters. Te małe repliki popularnych sprzęt&oacute;w pozwalają przenieść ulubione triki na dowolną płaską powierzchnię, zamieniając codzienne otoczenie w miniaturowy plac zabaw. </span></h3>",
"{""contentId"":""e4e18b36-d82b-495f-82ea-0df6a5b43fe9"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<h2 class=""font_2"">Nasza historia</h2>",
"{""contentId"":""9e8c528d-04ea-45a4-8bcc-d9dd5d392689"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<h1 class=""font_0""><span>O nas</span></h1>",
"{""contentId"":""d78fed47-1d04-4ac4-8689-1225a0ec45d9"",""fieldId"":""product.name"",""sequencePath"":[]}","TEXT","catalog-product","Fingerboard TAILWHIP Hustler Graffiti Pro Finger, Mini Deskorolka na Palce",
